order_id,product_id,category_id,state_id,size_id,payment_method_id,customer_type_id,quantity,discount_rate,purchase_date,sales,profit,customer_rating
O12724,P1006,C01,2,1,5,1,2,0.2,17-01-2024,86.832,37.12079227,4
O12725,P1001,C01,4,3,1,1,1,0.1,18-12-2024,48.843,19.72672176,3
O12726,P1004,C03,5,1,1,1,1,0,05-06-2025,54.27,20.94371742,5
O12727,P1005,C02,2,1,1,1,2,0.3,25-02-2023,75.978,33.34447414,1
O12728,P1002,C04,5,5,2,3,4,0,15-09-2024,217.08,85.01485133,4
O12729,P1007,C01,5,3,4,2,2,0.2,09-01-2023,86.832,37.21500534,3
O12730,P1003,C02,4,3,2,3,2,0,15-06-2025,108.54,21.84710957,5
O12731,P1005,C02,2,1,4,1,1,0.3,26-07-2023,37.989,10.06803085,3
O12732,P1007,C01,4,3,5,1,2,0,19-02-2023,108.54,26.26612417,1
O12733,P1006,C01,1,2,2,1,4,0.2,11-01-2024,173.664,38.78888439,2
O12734,P1006,C01,1,3,2,1,2,0.3,09-09-2023,75.978,22.8313664,2
O12735,P1005,C02,2,3,2,1,4,0,19-10-2023,217.08,97.07970201,3
O12736,P1006,C01,5,3,3,2,3,0,26-08-2024,162.81,44.35631119,1
O12737,P1004,C03,4,4,4,3,3,0.3,27-10-2024,113.967,56.44974239,3
O12738,P1001,C01,4,4,4,3,3,0.2,24-01-2025,130.248,60.69958853,2
O12739,P1002,C04,2,4,2,2,2,0.3,03-05-2023,75.978,37.31466961,3
O12740,P1001,C01,2,3,3,2,1,0.2,23-07-2024,43.416,19.94385445,5
O12741,P1007,C01,1,2,2,2,4,0,19-12-2024,217.08,59.5664759,1
O12742,P1002,C04,3,3,4,3,3,0.3,18-03-2024,113.967,26.70883081,2
O12743,P1002,C04,2,1,5,3,4,0.2,04-07-2023,173.664,72.30464446,3
O12744,P1001,C01,3,2,3,1,1,0.3,30-12-2024,37.989,17.63684308,1
O12745,P1005,C02,2,4,3,3,4,0,07-01-2023,217.08,90.76377324,3
O12746,P1002,C04,5,5,2,3,4,0.3,20-07-2023,151.956,46.47815479,2
O12747,P1001,C01,5,2,5,2,3,0,30-12-2024,162.81,64.3000329,1
O12748,P1002,C04,1,4,4,3,4,0,26-01-2023,217.08,45.94632632,2
O12749,P1003,C02,1,2,1,1,3,0,06-05-2024,162.81,75.00760265,5
O12750,P1005,C02,3,2,4,3,1,0.2,25-11-2023,43.416,8.808986696,5
O12751,P1004,C03,2,3,4,2,3,0.2,19-08-2024,130.248,64.63745763,4
O12752,P1002,C04,4,1,5,2,4,0.1,23-06-2025,195.372,71.21155257,1
O12753,P1003,C02,1,5,3,1,1,0.2,12-08-2024,43.416,18.42820202,5
O12754,P1004,C03,4,4,4,1,2,0.1,04-05-2023,97.686,32.2475513,4
O12755,P1004,C03,4,2,3,3,2,0.3,02-02-2024,75.978,35.78827827,1
O12756,P1007,C01,2,5,5,1,1,0,01-12-2023,54.27,12.87572777,2
O12757,P1002,C04,3,2,5,1,1,0.2,22-06-2024,43.416,19.92977094,3
O12758,P1001,C01,2,1,2,2,4,0,18-12-2023,217.08,70.28685711,3
O12759,P1002,C04,1,5,1,2,2,0.1,29-10-2023,97.686,47.8657435,2
O12760,P1003,C02,4,4,5,3,1,0.2,11-11-2024,43.416,17.65739013,5
O12761,P1004,C03,2,2,5,3,2,0.2,02-12-2022,86.832,39.51577828,3
O12762,P1002,C04,2,1,3,3,2,0.2,02-03-2024,86.832,17.94348602,2
O12763,P1001,C01,2,5,5,3,4,0.2,18-10-2022,173.664,86.20569636,4
O12764,P1007,C01,1,2,4,2,1,0,19-04-2023,54.27,21.39765146,4
O12765,P1002,C04,3,2,2,3,3,0.2,23-04-2025,130.248,53.29320644,2
O12766,P1005,C02,2,4,2,3,1,0.1,18-09-2024,48.843,14.7890705,1
O12767,P1007,C01,1,1,4,1,2,0.2,28-11-2022,86.832,41.94737652,5
O12768,P1001,C01,4,3,5,3,3,0.1,11-06-2025,146.529,37.63079656,5
O12769,P1003,C02,5,2,1,1,3,0.1,28-05-2025,146.529,52.75672038,2
O12770,P1004,C03,1,5,5,2,2,0,03-02-2025,108.54,39.52681955,3
O12771,P1002,C04,5,4,2,3,3,0.2,16-11-2022,130.248,56.2623215,5
O12772,P1001,C01,2,4,1,1,3,0.1,14-10-2023,146.529,51.72268117,5
O12773,P1007,C01,2,2,3,3,1,0.2,15-04-2023,43.416,16.96836052,4
O12774,P1005,C02,1,2,3,1,2,0,13-11-2023,108.54,46.28786736,4
O12775,P1001,C01,5,2,5,3,4,0,28-05-2023,217.08,97.5557343,4
O12776,P1006,C01,2,3,5,2,3,0.2,09-03-2024,130.248,36.66472469,5
O12777,P1005,C02,4,2,1,2,2,0.1,18-01-2024,97.686,44.68031703,5
O12778,P1007,C01,3,1,1,1,1,0.3,23-12-2024,37.989,17.08005958,5
O12779,P1003,C02,3,5,5,1,1,0.3,12-08-2024,37.989,12.41779098,3
O12780,P1004,C03,2,2,2,2,1,0,29-06-2024,54.27,23.4542321,3
O12781,P1007,C01,5,3,3,3,3,0.1,06-04-2024,146.529,53.07090815,3
O12782,P1003,C02,2,5,1,1,4,0.3,02-09-2024,151.956,50.77226722,1
O12783,P1002,C04,5,4,2,2,1,0.1,17-05-2024,48.843,20.40030821,5
O12784,P1001,C01,4,2,5,1,4,0.2,04-06-2023,173.664,68.93309837,5
O12785,P1006,C01,5,5,4,2,2,0,30-11-2022,108.54,47.4252453,2
O12786,P1005,C02,2,4,1,2,1,0.2,05-10-2024,43.416,15.71106311,2
O12787,P1005,C02,4,3,4,1,3,0.2,01-03-2023,130.248,26.34656898,1
O12788,P1001,C01,1,1,2,1,1,0.2,13-06-2024,43.416,16.98375003,2
O12789,P1006,C01,3,2,3,2,3,0.1,18-11-2023,146.529,44.54494586,3
O12790,P1001,C01,2,1,2,3,2,0.3,18-04-2025,75.978,23.49480342,1
O12791,P1002,C04,2,3,3,2,4,0.2,18-04-2023,173.664,45.85692569,1
O12792,P1003,C02,2,5,2,3,4,0,11-03-2024,217.08,62.17702369,1
O12793,P1007,C01,4,5,1,3,4,0.1,10-03-2023,195.372,96.99557094,4
O12794,P1005,C02,1,3,1,3,1,0.3,24-06-2023,37.989,15.47044556,2
O12795,P1002,C04,5,3,4,1,1,0.2,27-10-2022,43.416,10.373383,5
O12796,P1003,C02,1,2,2,2,2,0,09-05-2025,108.54,36.70116578,4
O12797,P1002,C04,4,4,2,2,4,0.2,21-11-2022,173.664,81.40200849,3
O12798,P1006,C01,2,1,4,3,2,0.3,28-04-2025,75.978,31.69490146,4
O12799,P1005,C02,3,1,5,3,3,0.3,20-12-2022,113.967,47.29450038,3
O12800,P1007,C01,2,5,2,3,1,0.2,01-06-2025,43.416,10.33503959,5
O12801,P1001,C01,5,5,2,2,4,0.2,08-09-2024,173.664,58.0002365,5
O12802,P1001,C01,3,2,2,3,1,0.1,17-03-2023,48.843,15.50779482,2
O12803,P1003,C02,2,3,5,2,4,0.3,07-04-2024,151.956,59.24469536,4
O12804,P1007,C01,3,1,1,2,4,0.3,18-05-2024,151.956,73.22864259,5
O12805,P1004,C03,1,2,4,1,1,0.2,01-06-2025,43.416,20.72790616,3
O12806,P1006,C01,4,5,5,3,1,0,22-04-2025,54.27,20.29075184,5
O12807,P1003,C02,2,5,3,3,2,0.2,20-05-2023,86.832,38.79235546,2
O12808,P1004,C03,5,1,3,3,1,0.2,04-09-2023,43.416,20.35000101,3
O12809,P1002,C04,1,5,5,1,1,0.3,06-10-2023,37.989,16.00578899,1
O12810,P1006,C01,2,5,5,3,1,0.1,24-10-2023,48.843,13.54836888,2
O12811,P1002,C04,1,4,1,2,3,0.2,29-10-2024,130.248,62.27085357,2
O12812,P1007,C01,5,3,3,3,3,0,15-09-2024,162.81,59.51230192,1
O12813,P1005,C02,2,5,4,2,3,0,09-04-2024,162.81,41.05642487,5
O12814,P1006,C01,5,4,2,2,2,0.2,29-08-2024,86.832,36.43666574,2
O12815,P1004,C03,3,2,2,2,2,0,24-03-2025,108.54,44.4403718,1
O12816,P1005,C02,5,5,1,2,4,0,26-11-2023,217.08,50.95688519,1
O12817,P1001,C01,3,2,1,3,2,0.2,15-06-2024,86.832,26.48366674,2
O12818,P1004,C03,2,5,3,1,1,0,09-08-2023,54.27,14.14744938,4
O12819,P1003,C02,3,1,4,1,4,0,03-10-2022,217.08,89.7058646,2
O12820,P1001,C01,2,4,4,2,1,0.2,19-08-2024,43.416,8.725146053,4
O12821,P1001,C01,2,4,5,3,4,0.3,19-01-2023,151.956,69.55498536,5
O12822,P1003,C02,4,1,1,1,2,0.1,09-06-2023,97.686,20.6526641,1
O12823,P1006,C01,2,3,2,3,3,0.1,09-01-2025,146.529,33.60939545,3
O12824,P1001,C01,3,4,2,1,1,0.3,07-06-2023,37.989,12.70472225,2
O12825,P1007,C01,4,2,3,2,4,0.2,18-06-2025,173.664,56.33852163,3
O12826,P1004,C03,4,4,2,2,3,0.3,26-03-2023,113.967,30.48453553,5
O12827,P1005,C02,2,3,4,2,1,0.1,13-05-2025,48.843,19.92625248,2
O12828,P1001,C01,5,2,4,1,1,0.1,29-04-2023,48.843,16.69253803,3
O12829,P1004,C03,5,2,1,3,3,0.1,20-07-2024,146.529,33.5972332,5
O12830,P1002,C04,4,1,3,2,2,0.1,23-01-2025,97.686,46.84290736,4
O12831,P1004,C03,2,5,2,3,3,0.2,13-05-2025,130.248,29.74101056,5
O12832,P1005,C02,5,1,1,3,2,0.1,01-07-2023,97.686,27.48557947,2
O12833,P1004,C03,2,5,5,2,4,0.1,06-12-2024,195.372,52.56416282,2
O12834,P1003,C02,2,1,5,1,2,0.2,12-01-2023,86.832,41.7301193,2
O12835,P1005,C02,4,5,2,2,4,0.3,28-08-2023,151.956,67.41877429,5
O12836,P1006,C01,4,4,2,2,4,0.2,24-06-2023,173.664,38.62660046,2
O12837,P1002,C04,1,2,2,1,4,0.1,30-08-2023,195.372,90.41514612,5
O12838,P1003,C02,5,5,4,3,4,0,25-12-2023,217.08,67.43484771,1
O12839,P1006,C01,5,4,2,1,1,0.2,11-11-2024,43.416,11.51358608,1
O12840,P1004,C03,5,3,5,1,4,0.2,14-03-2023,173.664,74.78239155,1
O12841,P1005,C02,3,1,2,2,1,0.3,01-10-2023,37.989,11.0305976,3
O12842,P1002,C04,2,3,3,1,1,0.1,21-01-2024,48.843,23.46061391,1
O12843,P1003,C02,4,4,5,1,4,0,21-07-2024,217.08,76.05820652,1
O12844,P1006,C01,5,3,3,1,2,0.2,25-07-2024,86.832,34.70415106,5
O12845,P1006,C01,1,3,5,3,2,0.2,26-12-2024,86.832,26.59467874,5
O12846,P1002,C04,5,4,1,3,3,0.2,09-01-2024,130.248,30.38666904,2
O12847,P1007,C01,2,2,5,2,1,0,22-11-2022,54.27,25.09188236,2
O12848,P1004,C03,2,5,5,2,1,0.2,26-09-2024,43.416,15.84283289,2
O12849,P1002,C04,4,1,3,3,2,0.2,13-12-2024,86.832,32.39197062,5
O12850,P1006,C01,3,5,3,1,1,0,04-01-2024,54.27,21.86328972,5
O12851,P1001,C01,4,1,5,2,2,0.2,28-11-2022,86.832,30.90784783,1
O12852,P1003,C02,5,5,5,2,3,0,20-04-2023,162.81,38.38757896,4
O12853,P1002,C04,1,3,4,1,4,0.3,01-03-2024,151.956,31.59186816,5
O12854,P1007,C01,4,2,1,1,4,0,19-03-2025,217.08,108.3548598,4
O12855,P1006,C01,3,3,1,1,4,0.3,21-04-2024,151.956,42.28791685,5
O12856,P1004,C03,4,2,2,1,3,0,30-01-2024,162.81,51.36258893,5
O12857,P1006,C01,2,4,5,1,1,0.1,25-06-2023,48.843,9.849012958,3
O12858,P1004,C03,5,1,5,3,3,0.2,02-08-2024,130.248,61.60998466,4
O12859,P1002,C04,5,1,5,1,1,0.3,23-11-2022,37.989,9.747829605,3
O12860,P1004,C03,5,4,5,2,1,0.2,27-12-2022,43.416,9.543772248,1
O12861,P1005,C02,5,5,1,3,4,0.2,02-05-2023,173.664,39.31150527,3
O12862,P1005,C02,5,4,3,2,2,0,02-01-2023,108.54,36.01663161,3
O12863,P1005,C02,5,4,4,1,2,0.1,26-10-2022,97.686,39.24370513,1
O12864,P1007,C01,1,2,3,2,4,0,17-04-2023,217.08,66.86690252,4
O12865,P1007,C01,3,4,3,1,1,0.2,25-11-2023,43.416,17.72147348,2
O12866,P1001,C01,5,1,1,2,3,0,21-03-2023,162.81,61.26853257,5
O12867,P1007,C01,3,3,4,2,4,0.3,05-05-2024,151.956,55.65882426,4
O12868,P1002,C04,5,2,5,1,4,0.1,06-03-2025,195.372,79.98821704,1
O12869,P1006,C01,4,2,1,2,3,0.2,25-11-2024,130.248,51.76730082,3
O12870,P1006,C01,5,5,1,3,1,0,12-08-2023,54.27,27.01593511,2
O12871,P1001,C01,2,3,4,2,4,0.3,25-02-2023,151.956,62.43512525,3
O12872,P1007,C01,1,2,2,3,4,0.1,29-01-2023,195.372,70.00342633,5
O12873,P1004,C03,4,4,1,3,1,0,12-10-2022,54.27,24.31826701,1
O12874,P1001,C01,4,2,3,2,3,0,03-10-2022,162.81,42.05783251,2
O12875,P1004,C03,2,2,3,3,3,0.2,02-12-2023,130.248,44.11615594,4
O12876,P1004,C03,5,2,5,3,2,0.3,26-05-2025,75.978,19.89376038,4
O12877,P1003,C02,1,5,1,2,2,0.1,01-10-2024,97.686,45.08882643,1
O12878,P1006,C01,4,2,5,1,3,0,23-10-2022,162.81,41.32876864,1
O12879,P1005,C02,1,2,1,1,2,0.1,20-01-2023,97.686,20.76033831,3
O12880,P1007,C01,4,5,4,3,2,0.3,29-08-2023,75.978,29.95537531,2
O12881,P1004,C03,5,3,1,3,1,0.2,10-07-2024,43.416,18.00957672,5
O12882,P1003,C02,4,1,2,1,4,0.2,28-01-2024,173.664,53.13259408,1
O12883,P1006,C01,4,5,3,3,2,0.2,08-12-2022,86.832,26.85069179,2
O12884,P1005,C02,3,5,4,1,2,0.1,14-08-2023,97.686,45.54703415,1
O12885,P1004,C03,5,2,3,2,1,0.1,23-11-2024,48.843,10.8417962,1
O12886,P1004,C03,2,2,5,3,3,0,17-10-2024,162.81,58.0064602,4
O12887,P1001,C01,2,1,4,2,2,0.3,30-12-2023,75.978,20.56535089,2
O12888,P1001,C01,5,2,2,1,4,0.3,10-08-2024,151.956,59.59785696,4
O12889,P1006,C01,2,4,3,1,2,0.3,24-12-2024,75.978,32.02769071,4
O12890,P1005,C02,5,2,1,2,4,0.1,22-01-2023,195.372,91.16417614,2
O12891,P1004,C03,2,2,1,3,3,0.2,18-12-2024,130.248,54.39734593,4
O12892,P1006,C01,3,4,1,2,2,0.3,01-07-2023,75.978,15.34532653,3
O12893,P1006,C01,2,1,4,2,4,0,18-02-2025,217.08,65.69100098,5
O12894,P1002,C04,4,4,2,3,4,0.1,13-04-2023,195.372,50.63364318,5
O12895,P1007,C01,5,5,2,1,4,0.2,02-09-2024,173.664,36.89444121,3
O12896,P1001,C01,1,4,2,2,3,0.3,02-06-2025,113.967,54.28277778,1
O12897,P1005,C02,1,3,3,2,4,0.2,16-12-2022,173.664,78.25155217,4
O12898,P1004,C03,5,5,4,1,1,0,12-01-2024,54.27,12.02679057,5
O12899,P1006,C01,3,2,1,2,3,0.3,07-04-2025,113.967,37.68135317,2
O12900,P1004,C03,2,5,3,1,4,0.3,27-12-2023,151.956,47.03725624,1
O12901,P1002,C04,3,1,2,3,3,0.2,12-03-2024,130.248,48.414447,5
O12902,P1005,C02,1,1,1,1,3,0.1,14-12-2022,146.529,37.46327158,4
O12903,P1006,C01,5,4,4,1,1,0.2,15-10-2023,43.416,14.97099755,5
O12904,P1004,C03,5,5,5,2,4,0,24-08-2024,217.08,54.73914516,4
O12905,P1001,C01,3,2,2,1,3,0.2,03-04-2024,130.248,26.35490378,1
O12906,P1007,C01,3,1,2,1,3,0.2,08-12-2024,130.248,39.85353894,3
O12907,P1002,C04,2,2,2,2,4,0.3,16-12-2024,151.956,51.87108092,4
O12908,P1005,C02,4,3,2,1,1,0.1,05-11-2024,48.843,19.07087848,4
O12909,P1002,C04,4,1,1,2,2,0.1,29-11-2023,97.686,43.137265,1
O12910,P1001,C01,2,4,4,3,4,0.1,19-12-2023,195.372,59.19823642,1
O12911,P1005,C02,4,3,3,1,2,0.1,01-06-2025,97.686,47.00736699,2
O12912,P1002,C04,1,5,1,3,4,0.2,20-08-2023,173.664,37.01018183,1
O12913,P1003,C02,4,2,4,1,4,0.3,21-03-2024,151.956,46.45803036,5
O12914,P1001,C01,2,1,3,1,3,0.3,24-12-2024,113.967,24.18279085,4
O12915,P1001,C01,4,3,2,3,4,0.1,18-04-2024,195.372,81.72755531,3
O12916,P1001,C01,5,3,4,3,1,0.2,03-03-2023,43.416,9.379820826,1
O12917,P1003,C02,3,1,2,2,1,0.1,27-10-2023,48.843,15.4520915,4
O12918,P1003,C02,1,5,4,2,4,0.1,13-11-2022,195.372,50.19513252,3
O12919,P1004,C03,5,5,5,3,3,0.3,03-04-2025,113.967,50.86609439,2
O12920,P1006,C01,5,4,2,1,3,0.3,24-03-2025,113.967,39.88467639,5
O12921,P1007,C01,2,5,2,2,2,0.1,20-09-2024,97.686,32.1691613,2
O12922,P1002,C04,3,4,2,1,4,0.2,17-10-2023,173.664,66.36459875,1
O12923,P1004,C03,3,3,1,2,2,0.1,01-04-2025,97.686,41.42181211,5
O12924,P1002,C04,1,1,3,2,3,0.3,30-11-2023,113.967,26.04916111,2
O12925,P1007,C01,2,5,2,2,1,0.3,29-11-2024,37.989,18.02510944,4
O12926,P1006,C01,1,4,2,3,3,0.2,25-08-2023,130.248,59.10704681,1
O12927,P1003,C02,4,3,1,1,1,0.1,22-11-2023,48.843,19.72509121,2
O12928,P1006,C01,5,5,1,3,2,0.1,07-04-2024,97.686,21.88840429,5
O12929,P1003,C02,1,2,5,2,3,0,13-05-2023,162.81,53.84727288,5
O12930,P1007,C01,5,3,4,3,1,0.1,23-02-2023,48.843,18.95342321,3
O12931,P1006,C01,2,5,2,3,2,0.2,10-06-2023,86.832,32.92639356,5
O12932,P1004,C03,4,3,4,3,3,0.3,20-06-2024,113.967,28.33980034,5
O12933,P1005,C02,2,1,1,1,4,0,13-09-2023,217.08,106.796007,1
O12934,P1004,C03,4,1,1,3,3,0.2,25-04-2023,130.248,64.6809331,5
O12935,P1002,C04,4,1,5,3,2,0.2,06-03-2024,86.832,42.2155121,3
O12936,P1004,C03,5,2,3,3,3,0,07-02-2024,162.81,58.48762015,5
O12937,P1007,C01,2,1,1,3,2,0.1,01-03-2023,97.686,31.80902149,3
O12938,P1001,C01,2,2,2,3,1,0,06-11-2024,54.27,16.9680233,4
O12939,P1002,C04,1,1,5,3,3,0.2,29-01-2023,130.248,36.55525555,3
O12940,P1006,C01,2,3,3,3,2,0.1,30-06-2024,97.686,43.28299265,1
O12941,P1002,C04,1,5,5,2,2,0.3,10-12-2023,75.978,32.01064046,2
O12942,P1005,C02,3,5,1,3,4,0,05-06-2023,217.08,92.68184909,2
O12943,P1003,C02,3,1,3,3,1,0.2,06-06-2025,43.416,19.76506326,4
O12944,P1006,C01,3,5,4,1,4,0.1,05-08-2023,195.372,83.36158423,1
O12945,P1002,C04,2,1,3,2,4,0.2,28-11-2024,173.664,54.86118813,4
O12946,P1006,C01,2,1,2,3,3,0.1,08-01-2023,146.529,57.15752268,4
O12947,P1006,C01,1,4,4,1,2,0.1,14-02-2025,97.686,26.33871171,5
O12948,P1006,C01,4,4,4,3,2,0,13-06-2023,108.54,36.80313106,5
O12949,P1003,C02,1,4,2,3,2,0.3,06-06-2024,75.978,33.15590645,1
O12950,P1007,C01,3,2,4,3,3,0.1,25-03-2025,146.529,52.71899485,2
O12951,P1004,C03,1,4,1,3,3,0.2,30-12-2023,130.248,41.93847006,3
O12952,P1006,C01,4,1,3,3,1,0.1,28-06-2024,48.843,11.7292317,5
O12953,P1001,C01,2,3,3,1,4,0.3,26-05-2023,151.956,37.97148251,1
O12954,P1007,C01,1,4,2,3,1,0.2,21-02-2025,43.416,16.15318544,1
O12955,P1005,C02,3,4,1,1,1,0.1,26-01-2023,48.843,14.93117099,2
O12956,P1003,C02,3,3,4,3,3,0.1,25-11-2022,146.529,60.17338903,1
O12957,P1002,C04,2,1,3,1,2,0,16-09-2023,108.54,33.65814624,1
O12958,P1003,C02,1,2,3,2,3,0.3,25-09-2024,113.967,25.77503503,2
O12959,P1002,C04,4,4,3,3,3,0.1,05-07-2024,146.529,45.81041175,5
O12960,P1003,C02,2,3,3,2,3,0.3,17-03-2025,113.967,46.5975105,2
O12961,P1002,C04,1,1,5,2,1,0.1,25-06-2023,48.843,14.9852753,4
O12962,P1006,C01,5,5,2,2,2,0.2,18-10-2023,86.832,19.89960193,5
O12963,P1004,C03,3,2,4,3,3,0.3,28-08-2024,113.967,52.29785173,4
O12964,P1002,C04,4,3,4,2,1,0.2,25-10-2023,43.416,15.42422538,1
O12965,P1002,C04,4,3,2,1,3,0.3,20-03-2023,113.967,46.00673592,4
O12966,P1001,C01,4,3,1,3,4,0.2,25-01-2023,173.664,74.25173883,2
O12967,P1002,C04,3,4,2,2,2,0.1,04-12-2024,97.686,37.23177898,2
O12968,P1001,C01,1,5,3,3,1,0.2,04-06-2025,43.416,16.57664499,3
O12969,P1005,C02,2,2,3,2,4,0.2,09-12-2024,173.664,75.86860921,1
O12970,P1006,C01,1,1,2,1,3,0.1,05-03-2025,146.529,55.52166406,2
O12971,P1001,C01,2,1,2,3,4,0.3,27-01-2025,151.956,47.08819426,5
O12972,P1004,C03,4,5,4,3,4,0.2,09-06-2024,173.664,85.4913852,2
O12973,P1007,C01,1,3,4,2,1,0,01-06-2023,54.27,11.02942431,5
O12974,P1006,C01,4,3,5,1,2,0,14-11-2022,108.54,44.63346089,1
O12975,P1001,C01,5,3,5,3,2,0.2,24-12-2024,86.832,27.17028771,3
O12976,P1006,C01,4,3,3,2,1,0.2,21-04-2023,43.416,18.0148317,3
O12977,P1006,C01,4,3,5,1,3,0.2,23-07-2024,130.248,49.7468217,4
O12978,P1006,C01,2,5,5,1,4,0.3,22-07-2024,151.956,50.94002104,2
O12979,P1005,C02,5,4,1,1,2,0.1,28-10-2022,97.686,30.91217293,1
O12980,P1004,C03,4,2,2,1,2,0,03-04-2023,108.54,29.18234825,4
O12981,P1003,C02,4,3,4,3,4,0,29-08-2024,217.08,56.98238324,1
O12982,P1003,C02,5,4,5,3,3,0.3,02-11-2023,113.967,39.24898644,1
O12983,P1001,C01,5,1,4,1,4,0.2,15-11-2024,173.664,82.88674878,4
O12984,P1006,C01,1,5,5,2,1,0.2,27-05-2023,43.416,14.4429807,1
O12985,P1001,C01,2,4,5,2,1,0.1,12-05-2024,48.843,17.42356386,4
O12986,P1005,C02,5,3,3,1,3,0.1,01-11-2022,146.529,63.79638475,2
O12987,P1005,C02,5,3,1,1,2,0,06-08-2023,108.54,53.93907656,4
O12988,P1002,C04,3,3,2,2,2,0.1,02-10-2022,97.686,39.58336435,2
O12989,P1005,C02,5,4,2,1,3,0,27-02-2025,162.81,68.73081189,3
O12990,P1002,C04,2,3,3,1,3,0.3,02-01-2025,113.967,40.47275134,4
O12991,P1004,C03,4,4,3,3,1,0.2,18-11-2024,43.416,11.78829188,3
O12992,P1001,C01,4,3,2,3,1,0.2,14-06-2024,43.416,15.98959166,4
O12993,P1007,C01,4,1,2,1,3,0,26-06-2023,162.81,34.92754366,1
O12994,P1004,C03,4,1,1,1,2,0.2,10-08-2024,86.832,37.65087659,3
O12995,P1005,C02,3,2,5,3,4,0.3,14-11-2023,151.956,65.90550347,5
O12996,P1004,C03,5,3,1,1,4,0.1,29-03-2025,195.372,62.258244,5
O12997,P1004,C03,4,3,2,3,4,0.3,30-12-2022,151.956,35.12025639,5
O12998,P1004,C03,1,4,5,3,1,0.2,08-04-2025,43.416,12.95718956,3
O12999,P1005,C02,4,4,2,2,3,0.3,10-04-2024,113.967,33.95037396,2
O13000,P1007,C01,5,3,1,3,2,0.2,06-12-2024,86.832,22.41257288,4
O13001,P1006,C01,4,2,1,2,1,0,27-11-2023,54.27,16.24822836,1
O13002,P1004,C03,3,3,1,2,3,0.1,06-05-2024,146.529,39.88456216,1
O13003,P1002,C04,2,4,5,3,3,0.1,21-06-2025,146.529,35.19066275,3
O13004,P1005,C02,2,3,4,1,4,0.2,18-11-2022,173.664,86.41985846,5
O13005,P1004,C03,5,4,4,3,4,0.2,03-04-2025,173.664,40.69175487,1
O13006,P1007,C01,2,3,2,2,2,0.1,21-07-2023,97.686,42.5345052,1
O13007,P1006,C01,2,5,5,3,2,0.3,10-10-2022,75.978,17.19901503,2
O13008,P1005,C02,1,4,3,3,4,0.3,18-02-2024,151.956,63.84355535,1
O13009,P1003,C02,5,2,4,2,4,0.3,19-06-2025,151.956,55.22511352,1
O13010,P1006,C01,5,5,5,3,3,0.1,21-07-2023,146.529,32.21220111,4
O13011,P1002,C04,2,3,5,3,2,0,27-06-2023,108.54,50.69642428,1
O13012,P1004,C03,2,4,4,2,3,0.2,13-07-2024,130.248,36.00250893,4
O13013,P1007,C01,2,5,5,1,2,0.2,08-01-2024,86.832,33.19286994,5
O13014,P1003,C02,3,2,5,2,2,0.1,07-09-2023,97.686,48.13670833,2
O13015,P1007,C01,4,4,4,2,1,0,13-11-2022,54.27,11.84497454,1
O13016,P1003,C02,3,5,1,3,4,0.1,20-04-2023,195.372,90.77986185,2
O13017,P1005,C02,5,5,2,2,1,0.3,31-03-2024,37.989,10.17183848,2
O13018,P1003,C02,1,5,3,3,2,0.3,31-01-2025,75.978,29.23017684,2
O13019,P1002,C04,4,1,2,3,3,0.2,23-06-2025,130.248,33.45095843,3
O13020,P1002,C04,1,3,1,3,2,0.2,10-09-2024,86.832,23.87131687,4
O13021,P1001,C01,5,4,1,2,1,0.2,20-12-2022,43.416,13.46045513,2
O13022,P1002,C04,5,4,5,2,4,0.2,05-02-2023,173.664,37.89925824,5
O13023,P1006,C01,1,4,2,3,3,0.3,12-11-2024,113.967,53.6012963,1
O13024,P1003,C02,1,5,1,1,2,0.3,14-11-2022,75.978,19.78666649,2
O13025,P1002,C04,1,3,2,1,2,0,14-04-2024,108.54,32.42788966,2
O13026,P1005,C02,5,2,1,2,4,0.2,23-11-2024,173.664,70.43530109,1
O13027,P1007,C01,2,4,3,3,2,0.1,25-11-2022,97.686,32.84284815,5
O13028,P1007,C01,1,3,1,3,2,0,07-01-2023,108.54,33.27963349,2
O13029,P1001,C01,4,3,2,2,4,0,10-01-2025,217.08,60.59105907,2
O13030,P1007,C01,5,1,5,1,1,0.3,17-06-2024,37.989,16.86263648,5
O13031,P1003,C02,3,4,2,2,1,0.2,11-09-2023,43.416,20.37799181,2
O13032,P1001,C01,3,5,4,2,1,0,19-03-2023,54.27,25.47342803,5
O13033,P1003,C02,4,3,2,3,1,0.2,04-02-2024,43.416,17.88041945,2
O13034,P1005,C02,2,3,3,2,3,0.3,16-10-2022,113.967,51.71230445,1
O13035,P1001,C01,1,2,3,1,3,0,27-11-2023,162.81,55.24265865,5
O13036,P1004,C03,5,1,3,2,4,0,27-07-2024,217.08,80.07820756,1
O13037,P1006,C01,1,3,1,3,4,0.1,25-11-2024,195.372,45.3419398,1
O13038,P1006,C01,5,3,3,1,4,0.3,09-09-2024,151.956,43.27391643,2
O13039,P1003,C02,3,5,2,3,3,0.1,24-10-2023,146.529,64.2172629,5
O13040,P1007,C01,1,5,5,2,2,0.3,10-01-2025,75.978,36.94672596,3
O13041,P1004,C03,4,2,3,2,3,0.1,19-02-2025,146.529,42.09093013,1
O13042,P1001,C01,2,2,2,2,1,0.3,19-01-2025,37.989,9.354857122,1
O13043,P1004,C03,4,2,1,3,1,0.3,25-05-2023,37.989,11.005486,1
